dimension,judge,model,beta,theta,optimizer_success,n_comparisons
completeness,mistral-medium-latest,checkpoint-5500-inputs-refs-preds-1000-examples,-0.8945794488999503,0.4087794751548408,True,100
completeness,mistral-medium-latest,checkpoint-6000-inputs-refs-preds-1000-examples,-1.3145593335053682,0.26859265694909273,True,100
completeness,mistral-medium-latest,checkpoint-6500-inputs-refs-preds-1000-examples,-1.7134745883559042,0.18023844895175822,True,100
newsworthiness,gpt-3.5-turbo,GPT4o-mini,2.6198000897252154,13.732977947251417,True,100
newsworthiness,gpt-3.5-turbo,checkpoint-1000-inputs-refs-preds-1000-examples,-0.31018369448469674,0.7333122384374493,True,100
newsworthiness,gpt-3.5-turbo,checkpoint-1500-inputs-refs-preds-1000-examples,-0.45538440114834255,0.6342041322891415,True,100
newsworthiness,gpt-3.5-turbo,checkpoint-2000-inputs-refs-preds-1000-examples,-0.44262016768038626,0.6423511464828044,True,100
newsworthiness,gpt-3.5-turbo,checkpoint-2500-inputs-refs-preds-1000-examples,-0.08631843445648846,0.9173020841171761,True,100
newsworthiness,gpt-3.5-turbo,checkpoint-3000-inputs-refs-preds-1000-examples,-0.22009898845179476,0.8024393618008282,True,100
newsworthiness,gpt-3.5-turbo,checkpoint-3500-inputs-refs-preds-1000-examples,0.3457376629648863,1.4130318765974617,True,100
newsworthiness,gpt-3.5-turbo,checkpoint-4000-inputs-refs-preds-1000-examples,-0.19565894855992205,0.822292630946643,True,100
newsworthiness,gpt-3.5-turbo,checkpoint-4500-inputs-refs-preds-1000-examples,0.05290974964982764,1.0543344867687536,True,100
newsworthiness,gpt-3.5-turbo,checkpoint-5000-inputs-refs-preds-1000-examples,-0.24343296162891193,0.7839320277969481,True,100
newsworthiness,gpt-3.5-turbo,checkpoint-5500-inputs-refs-preds-1000-examples,-0.21079444182205753,0.8099405396723451,True,100
newsworthiness,gpt-3.5-turbo,checkpoint-6000-inputs-refs-preds-1000-examples,-0.24520039321169218,0.7825477052802992,True,100
newsworthiness,gpt-3.5-turbo,checkpoint-6500-inputs-refs-preds-1000-examples,-0.6087550708956355,0.5440277236158328,True,100
newsworthiness,google/gemini-2.5-flash-preview-05-20,GPT4o-mini,2.6638423405292113,14.351325977201482,True,100
newsworthiness,google/gemini-2.5-flash-preview-05-20,checkpoint-1000-inputs-refs-preds-1000-examples,-0.19146924204718196,0.8257450229423435,True,100
newsworthiness,google/gemini-2.5-flash-preview-05-20,checkpoint-1500-inputs-refs-preds-1000-examples,-0.8655762806844951,0.4208089786524267,True,100
newsworthiness,google/gemini-2.5-flash-preview-05-20,checkpoint-2000-inputs-refs-preds-1000-examples,-0.8145512485192952,0.44283800699047743,True,100
